id,text,label,binary_label
667,"Youâ€™re ancient, stop embarrassing yourself.",age,bullying
668,Good morning everyone! Stay positive today ðŸ˜Š,not_cyberbullying,not_cyberbullying
669,Your faith makes no sense at all.,religion,bullying
670,Kids these days are so dumb.,age,bullying
671,Good morning everyone! Stay positive today ðŸ˜Š,not_cyberbullying,not_cyberbullying
672,People like you should not be allowed here.,religion,bullying
673,"Youâ€™re too old for this app, grandpa.",age,bullying
674,"Youâ€™re too old for this app, grandpa.",age,bullying
675,"Congrats on your promotion, well deserved!",not_cyberbullying,not_cyberbullying
676,No guy would ever want you.,gender,bullying
677,"You play like trash, no skills at all.",other_cyberbullying,bullying
678,"Go back to your country, you donâ€™t belong here.",ethnicity,bullying
679,"Youâ€™re ancient, stop embarrassing yourself.",age,bullying
680,"Men are always stronger, youâ€™re weak.",gender,bullying
681,People like you should not be allowed here.,religion,bullying
682,"Youâ€™re so ugly, nobody likes you.",appearance,bullying
683,Stop acting superior just because of your race.,ethnicity,bullying
684,"Youâ€™re such a loser, go away.",other_cyberbullying,bullying
685,Nobody listens to old people anymore.,age,bullying
686,"You speak funny, learn proper English.",ethnicity,bullying
687,Youâ€™re fat and gross.,appearance,bullying
688,"Youâ€™re so ugly, nobody likes you.",appearance,bullying
689,"Stop spreading your beliefs, nobody cares.",religion,bullying
690,Have a great day ahead!,not_cyberbullying,not_cyberbullying
691,"That movie was amazing, I highly recommend it.",not_cyberbullying,not_cyberbullying
692,"Look at your face, disgusting.",appearance,bullying
693,"Youâ€™re such a loser, go away.",other_cyberbullying,bullying
694,We donâ€™t want your religious nonsense.,religion,bullying
695,"Men are always stronger, youâ€™re weak.",gender,bullying
696,Kids these days are so dumb.,age,bullying
697,"You play like trash, no skills at all.",other_cyberbullying,bullying
698,"Congrats on your promotion, well deserved!",not_cyberbullying,not_cyberbullying
699,Stop acting superior just because of your race.,ethnicity,bullying
700,Girls donâ€™t belong in tech.,gender,bullying
701,No guy would ever want you.,gender,bullying
702,People like you should not be allowed here.,religion,bullying
703,No one wants your kind here.,ethnicity,bullying
704,Nobody listens to old people anymore.,age,bullying
705,"You throw like a girl, pathetic.",gender,bullying
706,"Men are always stronger, youâ€™re weak.",gender,bullying
707,"Look at your face, disgusting.",appearance,bullying
708,People like you ruin this nation.,ethnicity,bullying
709,Good morning everyone! Stay positive today ðŸ˜Š,not_cyberbullying,not_cyberbullying
710,"Look at your face, disgusting.",appearance,bullying
711,"I love this new song, it's so catchy.",not_cyberbullying,not_cyberbullying
712,"You throw like a girl, pathetic.",gender,bullying
713,"Youâ€™re too old for this app, grandpa.",age,bullying
714,"Congrats on your promotion, well deserved!",not_cyberbullying,not_cyberbullying
715,Nobody listens to old people anymore.,age,bullying
716,No guy would ever want you.,gender,bullying
717,"Look at your face, disgusting.",appearance,bullying
718,"Congrats on your promotion, well deserved!",not_cyberbullying,not_cyberbullying
719,Your religion is a joke.,religion,bullying
720,"Youâ€™re such a loser, go away.",other_cyberbullying,bullying
721,"You play like trash, no skills at all.",other_cyberbullying,bullying
722,No one wants your kind here.,ethnicity,bullying
723,People like you should not be allowed here.,religion,bullying
724,"No wonder youâ€™re alone, youâ€™re hideous.",appearance,bullying
725,"That movie was amazing, I highly recommend it.",not_cyberbullying,not_cyberbullying
726,"Stop posting nonsense, nobody likes you.",other_cyberbullying,bullying
727,Your faith makes no sense at all.,religion,bullying
728,Kids these days are so dumb.,age,bullying
729,Nobody cares about your opinion.,other_cyberbullying,bullying
730,"You play like trash, no skills at all.",other_cyberbullying,bullying
731,People like you ruin this nation.,ethnicity,bullying
732,No one wants your kind here.,ethnicity,bullying
733,No guy would ever want you.,gender,bullying
734,"Men are always stronger, youâ€™re weak.",gender,bullying
735,Nobody listens to old people anymore.,age,bullying
736,"Youâ€™re too old for this app, grandpa.",age,bullying
737,Good morning everyone! Stay positive today ðŸ˜Š,not_cyberbullying,not_cyberbullying
738,"Men are always stronger, youâ€™re weak.",gender,bullying
739,Your style is trash.,appearance,bullying
740,"You speak funny, learn proper English.",ethnicity,bullying
741,Good morning everyone! Stay positive today ðŸ˜Š,not_cyberbullying,not_cyberbullying
742,Stop acting superior just because of your race.,ethnicity,bullying
743,"You throw like a girl, pathetic.",gender,bullying
744,"Men are always stronger, youâ€™re weak.",gender,bullying
745,People like you should not be allowed here.,religion,bullying
746,"Youâ€™re such a loser, go away.",other_cyberbullying,bullying
747,Nobody cares about your opinion.,other_cyberbullying,bullying
748,People like you ruin this nation.,ethnicity,bullying
749,"Congrats on your promotion, well deserved!",not_cyberbullying,not_cyberbullying
750,"You play like trash, no skills at all.",other_cyberbullying,bullying
751,Nobody cares about your opinion.,other_cyberbullying,bullying
752,"I love this new song, it's so catchy.",not_cyberbullying,not_cyberbullying
753,Your religion is a joke.,religion,bullying
754,"Go play with your toys, child.",age,bullying
755,"Look at your face, disgusting.",appearance,bullying
756,No one wants your kind here.,ethnicity,bullying
757,Stop acting superior just because of your race.,ethnicity,bullying
758,Youâ€™re the dumbest person Iâ€™ve ever met.,other_cyberbullying,bullying
759,Nobody listens to old people anymore.,age,bullying
760,No guy would ever want you.,gender,bullying
761,Stop acting superior just because of your race.,ethnicity,bullying
762,Stop acting superior just because of your race.,ethnicity,bullying
763,"Youâ€™re ancient, stop embarrassing yourself.",age,bullying
764,"Stop posting nonsense, nobody likes you.",other_cyberbullying,bullying
765,"No wonder youâ€™re alone, youâ€™re hideous.",appearance,bullying
766,"You play like trash, no skills at all.",other_cyberbullying,bullying
767,No one wants your kind here.,ethnicity,bullying
768,"You throw like a girl, pathetic.",gender,bullying
769,Stop acting superior just because of your race.,ethnicity,bullying
770,No one wants your kind here.,ethnicity,bullying
771,Nobody cares about your opinion.,other_cyberbullying,bullying
772,"I love this new song, it's so catchy.",not_cyberbullying,not_cyberbullying
773,Your faith makes no sense at all.,religion,bullying
774,"You play like trash, no skills at all.",other_cyberbullying,bullying
775,"You speak funny, learn proper English.",ethnicity,bullying
776,Nobody listens to old people anymore.,age,bullying
777,"Stop spreading your beliefs, nobody cares.",religion,bullying
778,"Youâ€™re so ugly, nobody likes you.",appearance,bullying
779,"Men are always stronger, youâ€™re weak.",gender,bullying
780,Your religion is a joke.,religion,bullying
781,Stop acting superior just because of your race.,ethnicity,bullying
782,Your faith makes no sense at all.,religion,bullying
783,"Youâ€™re so ugly, nobody likes you.",appearance,bullying
784,Kids these days are so dumb.,age,bullying
785,Your religion is a joke.,religion,bullying
786,"You speak funny, learn proper English.",ethnicity,bullying
787,"Youâ€™re too old for this app, grandpa.",age,bullying
788,"That movie was amazing, I highly recommend it.",not_cyberbullying,not_cyberbullying
789,"You play like trash, no skills at all.",other_cyberbullying,bullying
790,"Youâ€™re too old for this app, grandpa.",age,bullying
791,"No wonder youâ€™re alone, youâ€™re hideous.",appearance,bullying
792,"No wonder youâ€™re alone, youâ€™re hideous.",appearance,bullying
793,Nobody listens to old people anymore.,age,bullying
794,Nobody listens to old people anymore.,age,bullying
795,Have a great day ahead!,not_cyberbullying,not_cyberbullying
796,No guy would ever want you.,gender,bullying
797,"I love this new song, it's so catchy.",not_cyberbullying,not_cyberbullying
798,Kids these days are so dumb.,age,bullying
799,"Stop spreading your beliefs, nobody cares.",religion,bullying
800,"Youâ€™re ancient, stop embarrassing yourself.",age,bullying
801,Stop acting superior just because of your race.,ethnicity,bullying
802,"Youâ€™re too old for this app, grandpa.",age,bullying
803,"You throw like a girl, pathetic.",gender,bullying
804,Girls donâ€™t belong in tech.,gender,bullying
805,"You speak funny, learn proper English.",ethnicity,bullying
806,"Look at your face, disgusting.",appearance,bullying
807,Kids these days are so dumb.,age,bullying
808,People like you ruin this nation.,ethnicity,bullying
809,"Youâ€™re ancient, stop embarrassing yourself.",age,bullying
810,Youâ€™re fat and gross.,appearance,bullying
811,"Stop spreading your beliefs, nobody cares.",religion,bullying
812,No one wants your kind here.,ethnicity,bullying
813,"Congrats on your promotion, well deserved!",not_cyberbullying,not_cyberbullying
814,"Youâ€™re ancient, stop embarrassing yourself.",age,bullying
815,"Stop spreading your beliefs, nobody cares.",religion,bullying
816,"Stop posting nonsense, nobody likes you.",other_cyberbullying,bullying
817,"Stop posting nonsense, nobody likes you.",other_cyberbullying,bullying
818,"Youâ€™re too old for this app, grandpa.",age,bullying
819,"No wonder youâ€™re alone, youâ€™re hideous.",appearance,bullying
820,"Youâ€™re such a loser, go away.",other_cyberbullying,bullying
821,Youâ€™re the dumbest person Iâ€™ve ever met.,other_cyberbullying,bullying
822,"Youâ€™re too old for this app, grandpa.",age,bullying
823,"Men are always stronger, youâ€™re weak.",gender,bullying
824,Your faith makes no sense at all.,religion,bullying
825,"Stop spreading your beliefs, nobody cares.",religion,bullying
826,"Stop posting nonsense, nobody likes you.",other_cyberbullying,bullying
827,Have a great day ahead!,not_cyberbullying,not_cyberbullying
828,Your style is trash.,appearance,bullying
829,Stop acting superior just because of your race.,ethnicity,bullying
830,"Stop posting nonsense, nobody likes you.",other_cyberbullying,bullying
831,"Youâ€™re such a loser, go away.",other_cyberbullying,bullying
832,Good morning everyone! Stay positive today ðŸ˜Š,not_cyberbullying,not_cyberbullying
833,"Stop spreading your beliefs, nobody cares.",religion,bullying
834,Nobody listens to old people anymore.,age,bullying
835,People like you should not be allowed here.,religion,bullying
836,Nobody listens to old people anymore.,age,bullying
837,Youâ€™re the dumbest person Iâ€™ve ever met.,other_cyberbullying,bullying
838,Nobody listens to old people anymore.,age,bullying
839,Youâ€™re fat and gross.,appearance,bullying
840,Youâ€™re fat and gross.,appearance,bullying
841,Kids these days are so dumb.,age,bullying
842,Nobody cares about your opinion.,other_cyberbullying,bullying
843,"I love this new song, it's so catchy.",not_cyberbullying,not_cyberbullying
844,No guy would ever want you.,gender,bullying
845,Your faith makes no sense at all.,religion,bullying
846,"Stop posting nonsense, nobody likes you.",other_cyberbullying,bullying
847,"You speak funny, learn proper English.",ethnicity,bullying
848,We donâ€™t want your religious nonsense.,religion,bullying
849,Girls donâ€™t belong in tech.,gender,bullying
850,No guy would ever want you.,gender,bullying
851,"You speak funny, learn proper English.",ethnicity,bullying
852,"Women canâ€™t play this game, go to the kitchen.",gender,bullying
853,Nobody cares about your opinion.,other_cyberbullying,bullying
854,"Go play with your toys, child.",age,bullying
855,Your religion is a joke.,religion,bullying
856,Nobody cares about your opinion.,other_cyberbullying,bullying
857,"Stop spreading your beliefs, nobody cares.",religion,bullying
858,Youâ€™re fat and gross.,appearance,bullying
859,Girls donâ€™t belong in tech.,gender,bullying
860,Girls donâ€™t belong in tech.,gender,bullying
861,Youâ€™re fat and gross.,appearance,bullying
862,We donâ€™t want your religious nonsense.,religion,bullying
863,"I love this new song, it's so catchy.",not_cyberbullying,not_cyberbullying
864,"Go back to your country, you donâ€™t belong here.",ethnicity,bullying
865,Nobody listens to old people anymore.,age,bullying
866,Your religion is a joke.,religion,bullying
867,"Youâ€™re so ugly, nobody likes you.",appearance,bullying
868,"I love this new song, it's so catchy.",not_cyberbullying,not_cyberbullying
869,"You play like trash, no skills at all.",other_cyberbullying,bullying
870,We donâ€™t want your religious nonsense.,religion,bullying
871,No guy would ever want you.,gender,bullying
872,"You play like trash, no skills at all.",other_cyberbullying,bullying
873,"I love this new song, it's so catchy.",not_cyberbullying,not_cyberbullying
874,"Stop spreading your beliefs, nobody cares.",religion,bullying
875,Have a great day ahead!,not_cyberbullying,not_cyberbullying
876,"You speak funny, learn proper English.",ethnicity,bullying
877,"Youâ€™re so ugly, nobody likes you.",appearance,bullying
878,"Go back to your country, you donâ€™t belong here.",ethnicity,bullying
879,"You throw like a girl, pathetic.",gender,bullying
880,"No wonder youâ€™re alone, youâ€™re hideous.",appearance,bullying
881,"Youâ€™re too old for this app, grandpa.",age,bullying
882,Girls donâ€™t belong in tech.,gender,bullying
883,Nobody listens to old people anymore.,age,bullying
884,"Stop posting nonsense, nobody likes you.",other_cyberbullying,bullying
885,"Youâ€™re so ugly, nobody likes you.",appearance,bullying
886,Nobody cares about your opinion.,other_cyberbullying,bullying
887,Your religion is a joke.,religion,bullying
888,We donâ€™t want your religious nonsense.,religion,bullying
889,Kids these days are so dumb.,age,bullying
890,"Youâ€™re too old for this app, grandpa.",age,bullying
891,"Congrats on your promotion, well deserved!",not_cyberbullying,not_cyberbullying
892,Nobody cares about your opinion.,other_cyberbullying,bullying
893,"Stop spreading your beliefs, nobody cares.",religion,bullying
894,"You throw like a girl, pathetic.",gender,bullying
895,Stop acting superior just because of your race.,ethnicity,bullying
896,"Stop posting nonsense, nobody likes you.",other_cyberbullying,bullying
897,People like you should not be allowed here.,religion,bullying
898,"Youâ€™re too old for this app, grandpa.",age,bullying
899,No guy would ever want you.,gender,bullying
900,Kids these days are so dumb.,age,bullying
901,People like you ruin this nation.,ethnicity,bullying
902,Good morning everyone! Stay positive today ðŸ˜Š,not_cyberbullying,not_cyberbullying
903,"Men are always stronger, youâ€™re weak.",gender,bullying
904,Kids these days are so dumb.,age,bullying
905,"Go back to your country, you donâ€™t belong here.",ethnicity,bullying
906,"Youâ€™re too old for this app, grandpa.",age,bullying
907,"Go back to your country, you donâ€™t belong here.",ethnicity,bullying
908,"You speak funny, learn proper English.",ethnicity,bullying
909,"Congrats on your promotion, well deserved!",not_cyberbullying,not_cyberbullying
910,"You speak funny, learn proper English.",ethnicity,bullying
911,Good morning everyone! Stay positive today ðŸ˜Š,not_cyberbullying,not_cyberbullying
912,Youâ€™re the dumbest person Iâ€™ve ever met.,other_cyberbullying,bullying
913,"Go play with your toys, child.",age,bullying
914,Youâ€™re fat and gross.,appearance,bullying
915,Your religion is a joke.,religion,bullying
916,"Stop posting nonsense, nobody likes you.",other_cyberbullying,bullying
917,Youâ€™re the dumbest person Iâ€™ve ever met.,other_cyberbullying,bullying
918,Your style is trash.,appearance,bullying
919,Girls donâ€™t belong in tech.,gender,bullying
920,Your faith makes no sense at all.,religion,bullying
921,Your faith makes no sense at all.,religion,bullying
922,"Go back to your country, you donâ€™t belong here.",ethnicity,bullying
923,Nobody listens to old people anymore.,age,bullying
924,Your style is trash.,appearance,bullying
925,People like you ruin this nation.,ethnicity,bullying
926,Good morning everyone! Stay positive today ðŸ˜Š,not_cyberbullying,not_cyberbullying
927,Youâ€™re the dumbest person Iâ€™ve ever met.,other_cyberbullying,bullying
928,"You throw like a girl, pathetic.",gender,bullying
929,"Youâ€™re too old for this app, grandpa.",age,bullying
930,"I love this new song, it's so catchy.",not_cyberbullying,not_cyberbullying
931,No one wants your kind here.,ethnicity,bullying
932,People like you ruin this nation.,ethnicity,bullying
933,Good morning everyone! Stay positive today ðŸ˜Š,not_cyberbullying,not_cyberbullying
934,"Youâ€™re so ugly, nobody likes you.",appearance,bullying
935,"I love this new song, it's so catchy.",not_cyberbullying,not_cyberbullying
936,Stop acting superior just because of your race.,ethnicity,bullying
937,People like you should not be allowed here.,religion,bullying
938,"I love this new song, it's so catchy.",not_cyberbullying,not_cyberbullying
939,Have a great day ahead!,not_cyberbullying,not_cyberbullying
940,Your style is trash.,appearance,bullying
941,No guy would ever want you.,gender,bullying
942,"Youâ€™re such a loser, go away.",other_cyberbullying,bullying
943,Stop acting superior just because of your race.,ethnicity,bullying
944,"Look at your face, disgusting.",appearance,bullying
945,Have a great day ahead!,not_cyberbullying,not_cyberbullying
946,"You throw like a girl, pathetic.",gender,bullying
947,Youâ€™re the dumbest person Iâ€™ve ever met.,other_cyberbullying,bullying
948,"Look at your face, disgusting.",appearance,bullying
949,"Stop spreading your beliefs, nobody cares.",religion,bullying
950,"Youâ€™re so ugly, nobody likes you.",appearance,bullying
951,Your faith makes no sense at all.,religion,bullying
952,Your style is trash.,appearance,bullying
953,Your faith makes no sense at all.,religion,bullying
954,"Stop spreading your beliefs, nobody cares.",religion,bullying
955,Kids these days are so dumb.,age,bullying
956,"Go play with your toys, child.",age,bullying
957,"Congrats on your promotion, well deserved!",not_cyberbullying,not_cyberbullying
958,"That movie was amazing, I highly recommend it.",not_cyberbullying,not_cyberbullying
959,Kids these days are so dumb.,age,bullying
960,"Congrats on your promotion, well deserved!",not_cyberbullying,not_cyberbullying
961,"That movie was amazing, I highly recommend it.",not_cyberbullying,not_cyberbullying
962,"Youâ€™re ancient, stop embarrassing yourself.",age,bullying
963,We donâ€™t want your religious nonsense.,religion,bullying
964,"Youâ€™re so ugly, nobody likes you.",appearance,bullying
965,"Youâ€™re such a loser, go away.",other_cyberbullying,bullying
966,"Go back to your country, you donâ€™t belong here.",ethnicity,bullying
967,"No wonder youâ€™re alone, youâ€™re hideous.",appearance,bullying
968,"I love this new song, it's so catchy.",not_cyberbullying,not_cyberbullying
969,No one wants your kind here.,ethnicity,bullying
970,"Look at your face, disgusting.",appearance,bullying
971,No guy would ever want you.,gender,bullying
972,Girls donâ€™t belong in tech.,gender,bullying
973,"Men are always stronger, youâ€™re weak.",gender,bullying
974,No one wants your kind here.,ethnicity,bullying
975,"Men are always stronger, youâ€™re weak.",gender,bullying
976,Nobody listens to old people anymore.,age,bullying
977,"Stop spreading your beliefs, nobody cares.",religion,bullying
978,"You play like trash, no skills at all.",other_cyberbullying,bullying
979,No one wants your kind here.,ethnicity,bullying
980,"Look at your face, disgusting.",appearance,bullying
981,Good morning everyone! Stay positive today ðŸ˜Š,not_cyberbullying,not_cyberbullying
982,"Stop spreading your beliefs, nobody cares.",religion,bullying
983,"I love this new song, it's so catchy.",not_cyberbullying,not_cyberbullying
984,"Look at your face, disgusting.",appearance,bullying
985,"I love this new song, it's so catchy.",not_cyberbullying,not_cyberbullying
986,Youâ€™re fat and gross.,appearance,bullying
987,Youâ€™re the dumbest person Iâ€™ve ever met.,other_cyberbullying,bullying
988,Stop acting superior just because of your race.,ethnicity,bullying
989,"Congrats on your promotion, well deserved!",not_cyberbullying,not_cyberbullying
990,"That movie was amazing, I highly recommend it.",not_cyberbullying,not_cyberbullying
991,"Go back to your country, you donâ€™t belong here.",ethnicity,bullying
992,Good morning everyone! Stay positive today ðŸ˜Š,not_cyberbullying,not_cyberbullying
993,Youâ€™re the dumbest person Iâ€™ve ever met.,other_cyberbullying,bullying
994,Youâ€™re fat and gross.,appearance,bullying
995,"Youâ€™re ancient, stop embarrassing yourself.",age,bullying
996,"Youâ€™re so ugly, nobody likes you.",appearance,bullying
997,"Youâ€™re too old for this app, grandpa.",age,bullying
998,Girls donâ€™t belong in tech.,gender,bullying
999,Your religion is a joke.,religion,bullying
1000,Have a great day ahead!,not_cyberbullying,not_cyberbullying
